ID_Explotacion,Provincia,Actividad,Superficie_Hectareas,Edad_Productor,Nivel_Tecnificacion,Produccion_Toneladas,Costo_Produccion,Precio_Venta_Tonelada,Ingresos,Cantidad_Empleados,Uso_Riego,Rentabilidad_Porcentaje,Indice_Sustentabilidad,outlier_rentabilidad
1075,Santa fe,Soja,299.4,53,Medio,454.0,64251,690,313260,7,No,389.7,66.6,False
1076,Salta,Ganaderia,135.0,45,Bajo,131.39877300613497,34174,326,42836,8,No,21.5,38.4,False
1077,Buenos aires,Lecheria,157.1,47,Bajo,103.9,20413,568,59015,6,Sí,186.8,82.6,False
1078,Santa fe,Soja,225.8,62,Medio,237.0,39164,356,84372,8,No,115.3,35.5,False
1079,Buenos aires,Soja,350.2,52,Alto,484.8,188328,355,172104,5,No,-9.2,84.7,False
1080,Mendoza,Trigo,98.2,69,Medio,116.1,21566,551,63971,4,Sí,193.7,85.4,False
1081,Córdoba,Lecheria,188.2,38,Alto,328.1,58448,541,177502,5,Sí,207.3,60.8,False
1082,Córdoba,Fruticultura,287.3,36,Medio,466.2,68975,639,297901,9,Sí,329.5,51.1,False
1083,La pampa,Maiz,315.3,30,Alto,351.2,142034,376,132051,4,Sí,-8.5,92.5,False
1084,Mendoza,Fruticultura,372.6,28,Bajo,446.8,171314,453,202400,13,Sí,16.2,78.3,False
1085,Córdoba,Soja,5.0,71,Medio,10.0,1662,258,2580,0,No,52.9,63.6,False
1086,Entre ríos,Maiz,142.2,50,Medio,164.7,45220,694,114301,0,Sí,153.0,74.9,False
1087,Salta,Soja,214.1,29,Medio,297.1,121308,719,213614,7,Sí,80.3,82.0,False
1088,Entre ríos,Maiz,333.5,48,Medio,517.9,64135,510,264129,5,Sí,313.8,53.9,False
1089,Entre ríos,Ganaderia,139.8,60,Bajo,106.4,37386,291,30962,6,No,-21.1,48.4,False
1090,Buenos aires,Lecheria,212.1,62,Bajo,243.6,84782,535,130326,0,Sí,51.5,84.8,False
1091,Chaco,Soja,90.0,58,Medio,169.5,67640,778,131871,5,No,98.2,74.2,False
1092,Córdoba,Lecheria,199.0,54,Medio,363.79873217115687,52825,631,229557,3,No,338.9,41.9,False
1093,Santa fe,Lecheria,285.3,44,Bajo,226.3,87546,359,81241,10,No,-3.0,38.2,False
1094,Buenos aires,Maiz,196.8,45,Medio,342.3,87390,425,145477,2,Sí,70.9,63.7,False
1095,Entre ríos,Fruticultura,48.0,37,Alto,50.7,17451,588,29811,4,Sí,74.5,91.1,False
1096,Santa fe,Fruticultura,215.3,52,Alto,334.5,51251,780,260910,9,No,408.7,75.7,False
1097,Salta,Ganaderia,206.5,63,Alto,464.9,177596,349,162250,6,Sí,-7.9,65.0,False
1098,Chaco,Fruticultura,5.0,61,Alto,10.0,1872,434,4340,2,No,135.2,49.2,False
1099,La pampa,Lecheria,-5.0,44,Medio,16.0,2033,373,5968,3,No,194.4,74.0,False
1100,Buenos aires,Lecheria,302.0,45,Bajo,374.9,108949,710,266179,11,No,145.0,47.7,False
1101,Buenos aires,Maiz,333.6,56,Alto,457.4,61550,519,237390,10,Sí,289.3,75.2,False
1102,Entre ríos,Ganaderia,166.2,85,Bajo,131.3,26535,408,53570,4,Sí,101.9,50.6,False
1103,Buenos aires,Lecheria,97.0,45,Bajo,127.0,33899,641,81407,3,No,142.9,38.5,False
1104,Córdoba,Soja,206.6,53,Alto,405.7,159316,649,263299,6,Sí,64.9,62.0,False
1105,Buenos aires,Trigo,256.4,58,Medio,336.4,63269,608,204531,2,No,218.8,63.0,False
1106,Córdoba,Ganaderia,397.6,64,Alto,958.7,398294,741,710396,10,Sí,74.1,77.4,False
1107,Santa fe,Lecheria,85.1,57,Medio,75.7,18080,307,23239,0,No,33.4,61.1,False
1108,Buenos aires,Lecheria,43.5,36,Medio,54.9,6887,663,36398,1,No,427.9,49.7,False
1109,Mendoza,Fruticultura,308.3,42,Bajo,291.2,55658,488,142105,6,No,159.3,38.2,False
1110,Salta,Ganaderia,43.1,50,Alto,63.2,14260,434,27428,0,No,90.6,78.7,False
1111,La pampa,Soja,368.7,56,Medio,520.9,153618,286,148977,8,Sí,0.2,87.3,False
1112,Córdoba,Maiz,95.7,65,Bajo,64.7,9897,423,27368,2,No,172.1,71.0,False
1113,Entre ríos,Trigo,166.6,37,Medio,318.5,56789,630,200655,4,Sí,256.5,63.8,False
1114,Córdoba,Soja,194.4,56,Medio,251.8,81197,472,118849,4,No,43.1,70.1,False
1115,Córdoba,Maiz,123.7,22,Medio,216.8,31308,330,71544,7,Sí,132.7,67.6,False
1116,Buenos aires,Maiz,47.3,84,Alto,95.6,20917,709,67780,4,No,221.3,84.6,False
1117,Córdoba,Trigo,376.4,43,Alto,596.5,115048,695,414567,13,Sí,258.3,85.2,False
1118,Santa fe,Ganaderia,164.3,36,Alto,392.3,156405,644,252641,4,Sí,66.4,77.1,False
1119,Santa fe,Soja,177.6,61,Bajo,160.4,58950,259,41543,8,No,-29.5,57.4,False
1120,Salta,Soja,435.5,36,Alto,786.5,230795,772,607178,13,No,159.5,57.8,False
1121,Córdoba,Maiz,318.7,41,Medio,608.7,170684,417,253827,7,Sí,52.9,65.7,False
1122,Mendoza,Fruticultura,188.6,30,Alto,343.9,89815,311,106952,6,Sí,16.7,87.5,False
1123,Chaco,Soja,186.0,66,Medio,325.0,128912,345,112125,5,No,-15.7,59.5,False
1124,Santa fe,Trigo,308.6,42,Medio,249.5,67154,264,65868,13,No,-2.3,45.9,False
1125,La pampa,Lecheria,43.4,33,Alto,108.1,19146,535,57833,1,No,199.0,55.3,False
1126,Salta,Fruticultura,349.0,54,Medio,647.7,215709,484,313486,7,Sí,40.7,84.9,False
1127,Santa fe,Soja,122.4,61,Bajo,173.9,25011,462,80341,1,No,219.9,63.6,False
1128,Buenos aires,Maiz,377.6,59,Medio,395.1,134338,473,186882,4,No,43.3,60.8,False
1129,Chaco,Maiz,322.6,62,Medio,340.4,128605,486,165434,10,Sí,28.7,82.9,False
1130,Salta,Lecheria,394.3,79,Medio,431.1,65283,284,122432,10,Sí,92.3,74.7,False
1131,Salta,Ganaderia,342.4,56,Medio,550.0,171669,522,287100,5,Sí,68.3,82.1,False
1132,Santa fe,Fruticultura,5.0,38,Alto,10.2,2669,697,7109,0,No,168.1,76.7,False
1133,Mendoza,Fruticultura,349.3,28,Bajo,467.9,87564,544,254537,11,Sí,193.7,70.9,False
1134,Buenos aires,Soja,134.8,39,Medio,167.2,27404,740,123727,2,No,353.9,73.9,False
1135,Buenos aires,Fruticultura,120.5,46,Bajo,94.79965753424658,36971,584,55363,0,No,47.7,71.1,False
1136,Mendoza,Ganaderia,232.1,67,Bajo,273.4,53577,660,180443,1,No,232.2,40.5,False
1137,Chaco,Ganaderia,304.7,43,Alto,747.7,144761,382,285621,14,Sí,99.6,80.0,False
1138,Salta,Lecheria,334.7,40,Alto,435.7,164458,412,179508,10,No,6.0,54.8,False
1139,Chaco,Fruticultura,356.4,59,Medio,463.5,109474,510,236385,8,Sí,117.4,87.2,False
1140,Mendoza,Lecheria,286.2,36,Alto,491.59882005899703,150075,678,333304,7,Sí,125.0,78.6,False
1141,La pampa,Fruticultura,250.6,26,Alto,379.2,151292,462,175190,5,No,15.3,58.4,False
1142,Santa fe,Lecheria,344.3,56,Medio,437.6,135995,705,308508,6,Sí,127.2,57.0,False
1143,Chaco,Soja,179.2,49,Medio,260.0,44140,720,187200,6,No,324.7,55.6,False
1144,Córdoba,Fruticultura,221.5,65,Bajo,178.0,72240,543,96654,5,Sí,34.8,68.7,False
1145,Mendoza,Ganaderia,358.7,46,Alto,567.6,217438,448,254284,7,Sí,12.4,61.9,False
1146,Córdoba,Lecheria,241.4,53,Alto,333.4,47524,454,151363,3,Sí,221.7,73.1,False
1147,Chaco,Fruticultura,233.4,48,Bajo,310.0,92916,652,202120,5,Sí,114.7,54.9,False
1148,Mendoza,Ganaderia,5.0,62,Medio,10.0,2269,615,6150,0,Sí,175.1,82.6,False
1149,Buenos aires,Trigo,371.6,62,Medio,689.1,232177,582,401056,7,Sí,74.4,67.8,False
1150,Entre ríos,Trigo,79.5,66,Medio,154.7,44408,296,45791,2,Sí,3.5,88.4,False
1151,Buenos aires,Soja,73.2,55,Alto,139.9,41339,467,65333,1,No,56.3,75.3,False
1152,Entre ríos,Fruticultura,231.3,32,Medio,404.9,74699,255,103249,0,No,37.2,38.3,False
1153,Buenos aires,Fruticultura,249.8,40,Alto,313.6,60857,402,126067,6,No,109.9,51.4,False
1154,Entre ríos,Ganaderia,25000.0,43,Medio,366.4,52606,380,139232,7,No,159.7,48.6,False
1155,La pampa,Lecheria,165.2,52,Bajo,245.2,45329,255,62526,4,Sí,39.7,66.7,False
1156,Chaco,Soja,334.8,35,Bajo,332.7,43841,780,259506,5,No,489.8,44.7,False
1157,La pampa,Soja,128.4,43,Alto,223.8,93276,696,155764,3,Sí,69.8,80.9,False
1158,Santa fe,Fruticultura,342.2,55,Alto,443.9,127042,683,303183,13,No,136.1,75.6,False
1159,Córdoba,Lecheria,125.7,67,Alto,197.4,59772,615,121401,9,No,105.6,46.2,False
1160,Córdoba,Ganaderia,58.1,32,Alto,82.6,10878,729,60215,1,No,453.6,51.2,False
1161,Salta,Soja,477.7,70,Alto,1114.5,184417,608,677616,16,No,267.4,50.5,False
1162,Chaco,Trigo,333.8,34,Bajo,245.0,46084,257,62965,13,No,40.4,62.6,False
1163,La pampa,Lecheria,227.9,47,Medio,398.0,106712,693,275814,1,Sí,159.4,59.1,False
1164,Mendoza,Soja,380.1,51,Medio,447.8,106148,766,343014,5,Sí,226.1,67.4,False
1165,Entre ríos,Ganaderia,112.2,47,Bajo,101.5,40625,404,41006,1,Sí,3.8,61.4,False
1166,Mendoza,Ganaderia,418.7,52,Alto,869.7,356550,752,654014,4,Sí,80.1,68.7,False
1167,Santa fe,Maiz,231.9,37,Medio,324.7,109410,323,104878,6,No,-3.5,74.0,False
1168,Entre ríos,Maiz,332.1,45,Medio,452.2,126093,347,156913,8,Sí,22.8,68.0,False
1169,Chaco,Soja,168.9,52,Bajo,120.1,25649,706,84790,1,No,229.5,59.9,False
1170,Córdoba,Trigo,48.6,64,Alto,80.7,15512,431,34781,1,No,120.7,47.2,False
1171,Córdoba,Lecheria,203.4,56,Medio,269.2,41024,382,102834,5,No,153.7,43.7,False
1172,Salta,Ganaderia,22.8,48,Bajo,30.5,11715,351,10705,0,Sí,-13.0,75.2,False
1173,Buenos aires,Soja,352.2,63,Alto,491.9,91803,493,242506,10,Sí,160.9,75.8,False
1174,Entre ríos,Maiz,357.6,53,Medio,667.0,215806,622,414874,3,No,89.7,57.2,False
1175,Córdoba,Fruticultura,124.0,47,Bajo,131.7,51277,582,76649,10,No,48.5,51.1,False
1176,Buenos aires,Fruticultura,518.0,55,Medio,982.5,224010,637,625852,6,Sí,182.2,70.5,False
1177,La pampa,Maiz,117.9,64,Bajo,105.1,14074,549,57699,0,No,305.2,73.2,False
1178,Santa fe,Ganaderia,362.9,64,Medio,395.6,153605,349,138064,11,Sí,-11.6,52.3,False
1179,Santa fe,Lecheria,398.5,51,Medio,465.7,106605,433,201648,6,Sí,91.6,66.8,False
1180,Buenos aires,Ganaderia,284.8,47,Medio,389.0,103361,520,202280,9,No,98.8,45.5,False
1181,Entre ríos,Maiz,350.0,62,Alto,603.6993464052288,120587,459,277098,250,No,130.2,78.2,False
1182,Chaco,Soja,307.3,49,Medio,417.4,130160,653,272562,3,No,112.9,66.2,False
1183,Chaco,Soja,466.4,67,Medio,391.2,124134,320,125184,11,Sí,-3.6,69.4,False
1184,Buenos aires,Lecheria,237.9,45,Bajo,178.1,46875,406,72308,2,Sí,58.8,52.4,False
1185,Córdoba,Fruticultura,238.6,55,Medio,240.2,63803,616,147963,7,Sí,134.7,57.0,False
1186,Entre ríos,Fruticultura,225.8,43,Medio,397.5,135798,467,185632,13,No,41.4,38.4,False
1187,Salta,Fruticultura,191.2,57,Bajo,145.1,44325,465,67471,5,No,48.4,56.0,False
1188,Mendoza,Ganaderia,48.5,63,Medio,61.7,22840,565,34860,0,No,51.6,39.5,False
1189,La pampa,Ganaderia,154.8,58,Alto,280.9,71261,539,151405,6,No,107.6,83.9,False
1190,Entre ríos,Maiz,304.4,38,Bajo,385.2,47982,540,208008,2,No,330.0,63.2,False
1191,Entre ríos,Fruticultura,238.6,43,Bajo,278.4,47671,547,152284,0,Sí,220.6,65.6,False
1192,Salta,Ganaderia,155.6,38,Medio,235.0,88410,517,121495,2,Sí,33.4,59.7,False
1193,Santa fe,Ganaderia,248.2,31,Bajo,246.1,32484,706,173746,7,No,431.1,67.0,False
1194,Santa fe,Soja,270.4,67,Medio,257.8,49736,749,193092,8,No,287.3,60.4,False
1195,La pampa,Lecheria,176.9,57,Alto,381.6,58843,312,119059,5,Sí,104.6,75.8,False
1196,Entre ríos,Lecheria,369.5,37,Alto,432.6,146772,782,338293,8,Sí,128.3,76.2,False
1197,Chaco,Ganaderia,318.4,30,Medio,501.3,75985,515,258169,6,Sí,240.1,50.9,False
1198,Santa fe,Fruticultura,250.8,51,Medio,347.8,100895,570,198246,4,Sí,99.4,70.7,False
1199,Mendoza,Soja,87.4,80,Bajo,61.7,15166,250,15425,0,No,4.4,63.3,False
1200,Córdoba,Maiz,373.4,36,Bajo,320.6,59141,377,120866,5,No,107.0,74.8,False
1201,Santa fe,Soja,289.1,32,Medio,414.0,102488,561,232254,7,Sí,126.7,68.0,False
1202,Santa fe,Ganaderia,106.0,36,Medio,93.3,34620,456,42544,4,Sí,24.6,59.6,False
1203,Santa fe,Ganaderia,106.9,40,Bajo,105.6,38328,374,39494,1,No,0.8,51.7,False
1204,La pampa,Soja,380.3,30,Alto,742.5997191011236,116212,712,528731,7,No,358.2,62.0,False
1205,Chaco,Soja,198.2,57,Alto,470.7,79238,266,125206,6,No,53.1,68.1,False
1206,Santa fe,Lecheria,137.9,48,Alto,159.7,62097,639,102048,0,No,64.6,77.2,False
1207,Buenos aires,Soja,345.1,35,Medio,640.9,126322,315,201883,9,Sí,58.2,87.3,False
1208,Córdoba,Fruticultura,200.7,70,Medio,231.8,52890,400,92720,2,Sí,75.3,81.9,False
1209,La pampa,Trigo,131.4,38,Alto,215.7,67062,766,165226,0,No,150.1,70.2,False
1210,Córdoba,Soja,172.9,33,Medio,225.8,36786,687,155124,5,No,324.7,45.8,False
1211,Entre ríos,Maiz,5.0,49,Alto,10.5,1953,715,7507,0,No,280.7,47.1,False
1212,Salta,Trigo,244.5,45,Alto,400.7,127661,509,203956,2,Sí,64.7,64.0,False
1213,Córdoba,Soja,297.0,40,Medio,275.5,72054,506,139403,9,Sí,89.2,83.0,False
1214,Buenos aires,Trigo,198.1,23,Alto,268.9,48398,378,101644,2,No,111.0,73.7,False
1215,Córdoba,Ganaderia,147.8,72,Alto,191.2,51549,418,79921,1,Sí,56.3,66.4,False
1216,La pampa,Trigo,5.0,36,Medio,10.0,1359,730,7300,0,No,435.1,37.9,False
1217,Santa fe,Fruticultura,187.9,29,Bajo,120.1,21716,315,37831,3,No,73.8,54.3,False
1218,Buenos aires,Lecheria,185.1,32,Medio,302.5,91816,320,96800,11,No,5.0,45.5,False
1219,Santa fe,Soja,145.9,66,Medio,256.9,58197,634,162874,4,No,183.5,41.3,False
1220,La pampa,Ganaderia,5.0,51,Alto,10.0,2089,273,2730,3,No,35.5,58.3,False
1221,Buenos aires,Lecheria,87.3,52,Alto,189.4,65903,376,71214,3,Sí,7.4,74.6,False
1222,Córdoba,Soja,187.5,47,Alto,325.6,58488,440,143264,5,Sí,144.2,62.1,False
1223,Salta,Soja,258.3,49,Medio,290.7,88846,346,100582,3,No,14.0,68.2,False
1224,Salta,Trigo,41.8,37,Medio,44.1,13074,724,31928,0,Sí,143.7,88.8,False
1225,Córdoba,Lecheria,136.7,43,Alto,289.0,-10000,491,141899,0,No,289.5,55.4,False
1226,Santa fe,Trigo,388.0,20,Bajo,572.6,108740,430,246218,11,No,129.7,54.8,False
1227,Córdoba,Soja,279.3,43,Alto,471.1,145242,524,246856,6,Sí,69.6,76.0,False
1228,Entre ríos,Soja,202.4,58,Medio,169.0,63595,724,122356,7,No,87.5,48.4,False
1229,Chaco,Maiz,112.3,60,Bajo,109.0,18722,463,50467,0,Sí,172.2,83.4,False
1230,Salta,Soja,281.3,52,Bajo,406.8,79118,627,255063,13,No,219.7,35.2,False
1231,Mendoza,Maiz,66.1,51,Bajo,63.9,17473,430,27477,0,Sí,56.1,53.4,False
1232,Córdoba,Maiz,266.8,46,Bajo,399.0,80083,264,105336,5,Sí,28.6,58.3,False
1233,Córdoba,Lecheria,353.1,66,Bajo,254.8984126984127,48892,315,80293,9,Sí,64.7,77.3,False
1234,Chaco,Maiz,89.6,64,Bajo,54.9,21584,401,22014,1,Sí,5.2,69.3,False
1235,La pampa,Ganaderia,366.4,37,Bajo,515.0,124431,548,282220,3,No,123.7,36.8,False
1236,Mendoza,Maiz,321.5,44,Alto,404.0,91379,723,292092,10,No,216.4,59.7,False
1237,Chaco,Maiz,134.7,55,Medio,153.6,56057,797,122419,4,Sí,115.9,79.7,False
1238,Buenos aires,Maiz,264.1,39,Medio,344.7,52397,782,269555,7,Sí,413.0,89.0,False
1239,Santa fe,Maiz,77.8,46,Medio,143.9,21770,412,59286,1,No,177.3,48.7,False
1240,Chaco,Lecheria,54.7,62,Medio,63.9,14705,448,28627,3,No,93.1,54.9,False
1241,Salta,Maiz,227.2,50,Alto,381.0,71408,447,170307,5,No,143.1,82.5,False
1242,Mendoza,Soja,98.0,50,Bajo,72.2,29017,502,36244,1,No,26.1,66.4,False
1243,Córdoba,Lecheria,144.3,52,Alto,299.9,58576,268,80373,8,No,41.2,80.1,False
1244,Salta,Trigo,5.0,49,Alto,10.0,2248,338,3380,0,Sí,50.2,79.5,False
1245,Salta,Maiz,177.9,47,Bajo,233.4,35668,552,128836,6,Sí,257.0,50.2,False
1246,Buenos aires,Soja,435.8,38,Medio,753.1,-10000,737,555034,10,Sí,406.4,71.1,False
1247,Entre ríos,Maiz,197.9,33,Medio,216.2,78465,660,142692,3,No,80.9,37.4,False
1248,Mendoza,Soja,378.6,36,Bajo,387.5,68074,347,134462,5,No,98.5,69.6,False
1249,Mendoza,Ganaderia,329.7,52,Medio,273.5,71140,624,170664,6,Sí,140.2,65.7,False
1250,Entre ríos,Fruticultura,23.9,43,Medio,46.0,17377,667,30682,0,Sí,79.5,54.3,False
1251,Entre ríos,Soja,223.7,56,Bajo,242.8,50875,255,61914,4,Sí,19.4,64.5,False
1252,Mendoza,Fruticultura,770.8,63,Medio,1116.6,184777,382,426541,22,No,130.4,69.2,False
1253,Mendoza,Trigo,372.5,73,Alto,755.6,118870,417,315085,7,No,161.7,64.9,False
1254,Entre ríos,Lecheria,208.1,57,Bajo,222.4,38121,295,65608,1,No,70.9,45.8,False
1255,Chaco,Soja,383.8,27,Medio,679.5,115998,456,309852,8,Sí,170.0,54.2,False
1256,Córdoba,Fruticultura,162.7,54,Medio,180.9,63087,704,127353,4,Sí,103.5,70.1,False
1257,Chaco,Soja,106.5,72,Medio,122.5,40990,654,80115,0,No,97.3,71.9,False
1258,Entre ríos,Fruticultura,253.6,43,Medio,245.6,77864,641,157429,7,Sí,98.1,87.3,False
1259,Salta,Soja,291.9,46,Medio,406.4,167603,510,207264,6,No,26.9,69.0,False
1260,Santa fe,Lecheria,283.5,56,Bajo,421.5,102593,520,219180,8,No,109.4,52.9,False
1261,Córdoba,Soja,141.0,47,Medio,254.5,101590,441,112234,5,No,9.8,50.9,False
1262,Córdoba,Fruticultura,23.8,47,Medio,37.1,5509,754,27973,0,No,406.5,67.3,False
1263,Entre ríos,Fruticultura,189.1,43,Bajo,113.6,46779,381,43281,4,Sí,-7.4,76.2,False
1264,Entre ríos,Trigo,225.2,58,Medio,355.5,92031,381,135445,0,Sí,48.7,83.6,False
1265,Santa fe,Trigo,39.1,35,Medio,75.1,17563,265,19901,0,No,8.5,56.6,False
1266,Entre ríos,Ganaderia,65.0,57,Alto,155.7,51592,475,73957,5,Si,40.7,94.1,False
1267,Chaco,Ganaderia,149.1,26,Medio,175.1,28736,256,44825,2,Sí,52.2,73.9,False
1268,Entre ríos,Ganaderia,280.2,39,Alto,513.6,214544,583,299428,10,No,42.8,71.0,False
1269,Santa fe,Fruticultura,390.6,51,Bajo,241.4,40080,775,187085,9,No,371.6,64.1,False
1270,Santa fe,Ganaderia,60.5,38,Bajo,68.6,18583,528,36220,0,No,93.7,37.9,False
1271,Santa fe,Trigo,263.7,29,Medio,457.0,160988,530,242210,10,No,47.8,61.4,False
1272,Mendoza,Fruticultura,5.0,33,Alto,10.0,3203,610,6100,0,No,88.1,73.6,False
1273,Santa fe,Trigo,105.3,60,Medio,100.0,20430,535,53500,5,No,164.7,64.7,False
1274,Santa fe,Trigo,304.7,22,Alto,601.2,169916,423,254307,10,Sí,44.9,86.8,False
1275,La pampa,Lecheria,269.6,110,Alto,613.8,216541,346,212374,7,No,0.3,45.5,False
1276,Santa fe,Lecheria,192.4,51,Medio,242.6,61779,272,65987,4,Sí,2.8,86.6,False
1277,Buenos aires,Lecheria,124.5,35,Bajo,109.4,15153,755,82597,3,Sí,441.9,67.0,False
1278,Buenos aires,Fruticultura,115.0,25,Medio,164.5,35920,751,123539,0,No,247.7,57.2,False
1279,Mendoza,Trigo,333.0,45,Medio,333.1,99482,632,210519,6,Sí,107.7,89.9,False
1280,Entre ríos,Fruticultura,191.7,56,Medio,354.3,144567,332,117627,7,No,-15.4,63.7,False
1281,Buenos aires,Ganaderia,260.4,57,Bajo,210.9,71904,729,153746,8,No,109.8,69.3,False
1282,Buenos aires,Ganaderia,366.4,56,Medio,50.0,132665,719,35950,6,Sí,300.0,89.8,False
1283,Córdoba,Soja,125.7,63,Bajo,167.5,22105,469,78557,2,No,252.1,35.6,False
1284,Santa fe,Trigo,257.7,23,Medio,445.6,94527,612,272707,8,No,185.3,43.4,False
1285,Buenos aires,Soja,184.4,43,Alto,211.2,82703,614,129676,9,Sí,56.2,72.4,False
1286,Salta,Trigo,69.1,33,Medio,54.2,14313,306,16585,8,No,20.6,50.5,False
1287,La pampa,Ganaderia,109.6,48,Medio,148.6,18453,335,49781,2,No,165.2,51.6,False
1288,Chaco,Fruticultura,180.5,59,Bajo,202.3,84476,470,95081,3,Sí,15.9,82.6,False
1289,Córdoba,Lecheria,506.1,33,Medio,419.2,81669,422,176902,13,No,113.7,40.9,False
1290,Salta,Trigo,218.9,51,Alto,443.6,89124,379,168124,5,No,86.0,48.6,False
1291,Entre ríos,Maiz,63.6,57,Bajo,42.8,13614,761,32570,1,Sí,136.6,79.6,False
1292,Salta,Trigo,317.1,55,Medio,464.0,88459,566,262624,7,Sí,200.2,58.0,False
1293,Santa fe,Maiz,216.9,52,Medio,290.9,41935,536,155922,9,No,276.8,47.6,False
1294,Entre ríos,Ganaderia,0.0,32,Alto,616.6,110789,335,206561,0,No,83.2,83.6,False
1295,Mendoza,Trigo,339.3,60,Alto,858.1,220489,348,298618,10,No,31.1,77.4,False
1296,La pampa,Soja,167.3,35,Bajo,101.8,18767,528,53750,4,Sí,189.0,50.5,False
1297,Salta,Ganaderia,108.1,41,Bajo,84.7,16674,762,64541,0,Sí,285.0,84.4,False
1298,Entre ríos,Soja,264.9,28,Medio,337.8,84226,313,105731,10,No,29.1,70.9,False
1299,Chaco,Maiz,5.0,47,Bajo,10.0,1642,677,6770,0,Sí,316.7,74.6,False
1300,Buenos aires,Trigo,342.6,59,Medio,354.1,99359,281,99502,10,No,4.5,45.3,False
1301,Salta,Lecheria,332.9,53,Alto,690.7,156579,610,421327,10,Sí,166.1,98.2,False
1302,Buenos aires,Lecheria,337.7,27,Medio,380.1,106672,632,240223,7,Sí,122.9,63.7,False
1303,Córdoba,Fruticultura,317.1,47,Medio,605.3,206946,675,408577,5,Sí,93.6,75.2,False
1304,Santa fe,Ganaderia,25.4,49,Medio,32.7,5697,402,13145,0,No,135.3,45.1,False
1305,Córdoba,Fruticultura,336.3,69,Medio,439.5,104425,685,301057,7,No,-80.0,73.5,False
1306,La pampa,Lecheria,348.2,32,Alto,409.4,94995,514,210431,3,No,116.9,65.9,False
1307,Santa fe,Soja,87.1,69,Medio,165.7,55259,399,66114,2,No,22.3,53.0,False
1308,Chaco,Lecheria,191.6,38,Alto,456.7,114870,470,214649,4,Sí,83.1,95.9,False
1309,La pampa,Fruticultura,243.4,58,Bajo,192.3,36840,270,51921,4,No,44.1,58.2,False
1310,Buenos aires,Ganaderia,426.2,28,Medio,563.7,148628,548,308907,9,Sí,112.1,71.7,False
1311,Mendoza,Fruticultura,5.0,42,Medio,10.0,3361,294,2940,3,No,-9.4,44.4,False
1312,Entre ríos,Maiz,252.6,55,Medio,217.2,86996,655,142266,7,No,67.6,68.1,False
1313,Santa fe,Soja,98.0,51,Medio,153.7,45850,376,57791,7,No,27.2,45.5,False
1314,La pampa,Lecheria,283.4,38,Medio,405.3,125478,310,125643,6,No,3.6,73.0,False
1315,Buenos aires,Ganaderia,179.7,34,Medio,177.1,60946,731,129460,6,Sí,112.5,54.4,False
1316,Buenos aires,Trigo,227.1,55,Medio,440.2,109900,674,296694,5,Sí,167.1,71.2,False
1317,Santa fe,Fruticultura,332.1,75,Alto,418.7,146631,537,224841,9,No,58.1,59.3,False
1318,Salta,Soja,220.6,47,Medio,390.1,54838,526,205192,6,No,277.1,35.8,False
1319,Mendoza,Trigo,148.3,59,Alto,335.3,96588,752,252145,3,Sí,157.0,96.7,False
1320,Entre ríos,Fruticultura,177.6,52,Alto,194.8,42923,305,59414,3,Sí,39.3,95.6,False
1321,Santa fe,Ganaderia,397.5,63,Medio,575.1,230804,724,416372,10,Sí,78.7,66.2,False
1322,Santa fe,Trigo,276.0,55,Alto,328.9,43171,692,227598,6,No,426.3,81.7,False
1323,Mendoza,Fruticultura,87.3,66,Bajo,64.3,13308,539,34657,0,Sí,162.6,75.8,False
1324,Santa fe,Soja,148.9,32,Medio,238.1,36338,677,161193,0,Sí,343.0,69.2,False
1325,Santa fe,Fruticultura,5.0,20,Bajo,10.0,2164,784,7840,0,Sí,264.2,79.6,False
1326,Salta,Maiz,254.0,54,Alto,331.6,91924,565,187354,6,Sí,101.3,75.5,False
1327,Córdoba,Ganaderia,288.6,47,Alto,681.9,199628,367,250257,6,Sí,23.0,71.2,False
1328,Salta,Trigo,147.8,49,Medio,271.4,47220,320,86848,4,No,84.9,71.1,False
1329,Entre ríos,Soja,92.4,43,Alto,129.7,15852,499,64720,1,Sí,305.4,95.1,False
1330,Chaco,Soja,453.8,44,Bajo,665.6,127395,576,383385,9,No,203.9,68.3,False
1331,Córdoba,Trigo,116.6,57,Bajo,128.3,30028,422,54142,3,No,80.4,48.2,False
1332,Buenos aires,Trigo,272.4,51,Alto,687.6,107213,311,213843,6,No,97.3,70.4,False
1333,Mendoza,Soja,291.2,42,Bajo,266.8,83387,632,168617,5,Sí,104.8,59.0,False
1334,Buenos aires,Soja,170.3,40,Medio,142.8,44457,628,89678,4,Sí,102.3,85.3,False
1335,Chaco,Soja,284.2,55,Bajo,317.2,114972,789,250270,7,Sí,119.8,81.4,False
1336,Chaco,Ganaderia,367.6,43,Alto,680.6,130997,694,472336,5,Sí,265.5,89.7,False
1337,Entre ríos,Fruticultura,318.6,110,Alto,327.4,133439,251,82177,11,Sí,-33.7,67.8,False
1338,Chaco,Ganaderia,140.2,50,Medio,171.4,47062,661,113295,7,No,142.0,39.8,False
1339,Salta,Fruticultura,240.9,54,Bajo,350.3,90035,286,100185,9,No,11.0,54.7,False
1340,Buenos aires,Lecheria,222.3,40,Medio,347.4,111495,527,183079,7,No,61.4,66.9,False
